sra_accession	ecotype	isMix	isWild	original_ecotype	original_genotype
ERR10946561	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946562	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946564	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946565	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946567	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946568	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946570	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946572	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946576	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946577	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946579	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946580	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946586	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946587	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946589	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946593	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946594	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946595	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946597	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946598	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946602	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946603	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946605	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946606	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946611	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946615	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946616	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946620	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946625	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946628	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946629	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946631	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946632	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946635	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946636	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946637	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946638	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946639	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946640	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946641	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946645	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946647	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946650	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946652	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946653	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10946655	6909	1	1	Col/Ler x Ler BC1F1	wild type genotype
ERR10957815	NA	NA	1	NA	wild type genotype
ERR10957816	NA	NA	1	NA	wild type genotype
ERR10957817	NA	NA	1	NA	wild type genotype
ERR10957818	NA	NA	1	NA	wild type genotype
ERR10957820	NA	NA	1	NA	wild type genotype
ERR10957821	NA	NA	1	NA	wild type genotype
ERR10957822	NA	NA	1	NA	wild type genotype
ERR10957824	NA	NA	1	NA	wild type genotype
ERR10957825	NA	NA	1	NA	wild type genotype
ERR10957827	NA	NA	1	NA	wild type genotype
ERR10957830	NA	NA	1	NA	wild type genotype
ERR10957834	NA	NA	1	NA	wild type genotype
ERR10957836	NA	NA	1	NA	wild type genotype
ERR10957839	NA	NA	1	NA	wild type genotype
ERR10957841	NA	NA	1	NA	wild type genotype
ERR10957842	NA	NA	1	NA	wild type genotype
ERR10957844	NA	NA	1	NA	wild type genotype
ERR10957847	NA	NA	1	NA	wild type genotype
ERR10957850	NA	NA	1	NA	wild type genotype
ERR10957852	NA	NA	1	NA	wild type genotype
ERR10957854	NA	NA	1	NA	wild type genotype
ERR10957858	NA	NA	1	NA	wild type genotype
ERR10957860	NA	NA	1	NA	wild type genotype
ERR10957862	NA	NA	1	NA	wild type genotype
ERR10957864	NA	NA	1	NA	wild type genotype
ERR10957866	NA	NA	1	NA	wild type genotype
ERR10957867	NA	NA	1	NA	wild type genotype
ERR10957870	NA	NA	1	NA	wild type genotype
ERR10957871	NA	NA	1	NA	wild type genotype
ERR10957874	NA	NA	1	NA	wild type genotype
ERR10957876	NA	NA	1	NA	wild type genotype
ERR10957877	NA	NA	1	NA	wild type genotype
ERR10957878	NA	NA	1	NA	wild type genotype
ERR10957880	NA	NA	1	NA	wild type genotype
ERR10957881	NA	NA	1	NA	wild type genotype
ERR10957882	NA	NA	1	NA	wild type genotype
ERR10957883	NA	NA	1	NA	wild type genotype
ERR10957886	NA	NA	1	NA	wild type genotype
ERR10957887	NA	NA	1	NA	wild type genotype
ERR10957888	NA	NA	1	NA	wild type genotype
ERR10957890	NA	NA	1	NA	wild type genotype
ERR10957891	NA	NA	1	NA	wild type genotype
ERR10957896	NA	NA	1	NA	wild type genotype
ERR10957898	NA	NA	1	NA	wild type genotype
ERR10957902	NA	NA	1	NA	wild type genotype
ERR10957903	NA	NA	1	NA	wild type genotype
ERR10957905	NA	NA	1	NA	wild type genotype
ERR10957906	NA	NA	1	NA	wild type genotype
ERR10957909	NA	NA	1	NA	wild type genotype
ERR10957910	NA	NA	1	NA	wild type genotype
ERR10960330	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960331	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960332	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960333	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960335	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960337	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960343	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960344	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960345	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960347	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960350	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960351	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960352	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960353	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960354	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960355	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960356	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960358	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960359	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960361	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960362	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960363	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960364	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960367	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960371	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960374	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960375	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960376	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960381	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960382	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960384	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960385	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960386	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960391	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960395	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960397	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960399	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960401	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960403	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960404	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960408	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960410	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960411	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960412	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960413	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960414	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960415	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960418	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960419	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10960420	6909	1	1	Ler x Col/Ler F1	wild type genotype
ERR10962240	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962241	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962242	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962243	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962244	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962245	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962246	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962248	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962249	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962253	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962254	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962255	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962257	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962258	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962261	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962264	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962265	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962267	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962270	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962271	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962272	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962273	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962274	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962280	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962281	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962283	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962284	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962287	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962289	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962291	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962295	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962296	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962297	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962299	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962303	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962305	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962307	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962309	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962310	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962311	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962312	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962313	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962315	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962316	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962317	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962319	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962323	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962324	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962327	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962333	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10962334	6909	1	1	Col/Ler x Ler F1	wild type genotype
ERR10968129	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968130	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968131	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968132	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968133	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968134	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968135	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968139	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968140	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968142	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968143	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968149	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968150	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968152	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968154	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968155	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968166	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968170	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968171	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968175	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968176	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968179	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968181	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968185	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968187	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968188	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968189	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968190	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968191	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968194	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968195	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968196	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968198	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968199	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968201	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968203	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968205	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968206	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968210	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968212	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968214	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968215	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968217	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968220	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10968223	NA	NA	0	NA	pJ3-J3(G155R) recq4ab Col x recq4a Ler F2
ERR10969772	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969773	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969774	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969775	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969776	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969777	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969778	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969783	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969784	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969786	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969788	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969789	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969790	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969791	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969792	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969794	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969795	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969799	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969800	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969801	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969802	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969805	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969807	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969811	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969812	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969814	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969815	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969816	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969820	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969821	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969822	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969824	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969826	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969827	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969830	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969835	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969836	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969841	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969847	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969848	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969849	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969850	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969855	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969856	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969857	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969858	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969859	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969861	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969862	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR10969864	NA	NA	0	NA	recq4ab Col x recq4a Ler
ERR11202236	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202237	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202238	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202240	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202242	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202243	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202245	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202247	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202248	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202249	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202250	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202251	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202253	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202254	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202256	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202257	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202258	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202261	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202262	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202263	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202264	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202265	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202269	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202272	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202273	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202274	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202275	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202277	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202280	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202281	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202282	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202283	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202284	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202285	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202286	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202287	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202291	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202292	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202293	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202294	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202296	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202298	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202299	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202300	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202303	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202304	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202306	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202307	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202308	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202309	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202310	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202314	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202315	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202316	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202318	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202319	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202320	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202322	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202325	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202327	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202328	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202329	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202331	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202332	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202333	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202334	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202336	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202338	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202340	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202341	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202346	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202348	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202349	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202350	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202352	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202353	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202354	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202355	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202356	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202358	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202361	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202364	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202365	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202366	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202368	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202369	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202371	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202372	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202374	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202375	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202376	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202377	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202379	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202380	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202381	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202383	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202385	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202386	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202387	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202388	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202389	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202390	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202392	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202393	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202394	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202395	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202399	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202400	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202401	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202404	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202405	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202406	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202408	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202409	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202410	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202412	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202413	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202415	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202416	6909	1	0	Col x Ler	heip1-4 mutant
ERR11202417	6909	1	0	Col x Ler	heip1-4 mutant
